## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657895.insert_size.pdf INPUT=bam/SRR7657895.sorted.bam OUTPUT=bam/SRR7657895.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021
# This is a fake metrics file for the sake of having some bad QC

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
265	252	39	142	157955426	266.616654	64.549677	26148828	FR	15	29	45	61	79	101	129	173	593	3349	19751	NA	NA	NA

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
322	71956
323	69278
324	67564
325	66505
326	64372
327	63456
328	61198
329	59460
330	58480
331	57019
332	55967
333	54482
334	53388
335	51972
336	49768
337	49828
338	47845
339	46287
340	45577
341	43612
342	43196
343	42150
344	40895
345	39911
346	38185
347	37849
348	36879
349	35865
350	35398
351	34194
352	33135
353	32290
354	31784
355	30664
356	29669
357	29506
358	28620
359	27713
360	27130
361	26384
362	25275
363	24941
364	24135
365	23938
366	23164
367	22366
368	22149
369	21411
370	21150
371	20325
372	20062
373	19389
374	18825
375	18163
376	17733
377	17265
378	16958
379	16771
380	16261
381	15729
382	15686
383	15079
384	14690
385	14504
386	14064
387	13580
388	13589
389	13347
390	12853
391	12565
392	12389
393	12105
394	11822
395	11658
396	11418
397	10940
398	11027
399	10689
400	9813
401	9529
402	9217
403	9018
404	8966
405	8726
406	8629
407	8118
408	8136
409	8068
410	7889
411	7550
412	7703
413	7484
414	7484
415	7116
416	6993
417	6862
418	6900
419	6886
420	6474
421	6387
422	6147
423	6132
424	6189
425	6104
426	5864
427	5704
428	5737
429	5491
430	5449
431	5356
432	5313
433	5253
434	5033
435	5077
436	5059
437	4908
438	4942
439	4741
440	4710
441	4786
442	4718
443	4544
444	4442
445	4557
446	4328
447	4467
448	4242
449	4276
450	4159
451	4342
452	4070
453	4228
454	4027
455	4075
456	4026
457	4001
458	3980
459	3869
460	3842
461	3759
462	3720
463	3722
464	3628
465	3533
466	3705
467	3522
468	3439
469	3398
470	3428
471	3380
472	3422
473	3281
474	3182
475	3260
476	3288
477	3180
478	3210
479	3175
480	3072
481	3179
482	3074
483	3064
484	2925
485	3071
486	2928
487	3005
488	2960
489	2892
490	2856
491	2843
492	2908
493	2849
494	2865
495	2885
496	2687
497	2799
498	2668
499	2643
500	2569
501	2662
502	2665
503	2771
504	2584
505	2590
506	2609
507	2570
508	2608
509	2636
510	2594
511	2432
512	2471
513	2484
514	2388
515	2395
516	2368
517	2470
518	2370
519	2390
520	2297
521	2348
522	2284
523	2325
524	2320
525	2398
526	2306
527	2284
528	2253
529	2172
530	2216
531	2186
532	2199
533	2202
534	2158
535	2162
536	2117
537	2197
538	2052
539	2103
540	2010
541	2083
542	1979
543	2046
544	2005
545	2065
546	1949
547	2056
548	2065
549	2022
550	2045
551	1983
552	2079
553	2020
554	1919
555	1956
556	1933
557	2013
558	1978
559	1967
560	2009
561	2087
562	1916
563	1878
564	1894
565	1901
566	1890
567	1874
568	1850
569	1741
570	1920
571	1784
572	1803
573	1892
574	1767
575	1847
576	1847
577	1772
578	1808
579	1754
580	1745
581	1816
582	1801
583	1721
584	1763
585	1780
586	1781
587	1812
588	1796
589	1789
590	1736
591	1770
592	1631
593	1641
594	1644
595	1780
596	1677
597	1731
598	1683
599	1775
600	1712
601	1847
602	1635
603	1714
604	1677
605	1634
606	1733
607	1715
608	1680
609	1709
610	1759
611	1694
612	1630
613	1645
614	1636
615	1637
616	1719
617	1703
618	1586
619	1615
620	1625
621	1587
622	1756
623	1664
624	1785
625	1698
626	1686
627	1678
628	1587
629	1559
630	1651
631	1515
632	1652
633	1619
634	1638
635	1634
636	1707
637	1583
638	1650
639	1592
640	1651
641	1621
642	1694
643	1610
644	1666
645	1597
646	1585
647	1703
648	1581
649	1561
650	1562
651	1571
652	1666
653	1714
654	1572
655	1562
