## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657893.insert_size.pdf INPUT=bam/SRR7657893.sorted.bam OUTPUT=bam/SRR7657893.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021
# This is a fake metrics file for the sake of having some bad QC

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
265	252	39	142	157955426	266.616654	64.549677	26870116	FR	15	29	45	61	79	101	129	173	593	3349	19751	NA	NA	NA

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
322	73941
323	71189
324	69428
325	68339
326	66148
327	65206
328	62887
329	61100
330	60093
331	58592
332	57511
333	55985
334	54861
335	53405
336	51140
337	51202
338	49165
339	47564
340	46834
341	44815
342	44388
343	43313
344	42023
345	41012
346	39238
347	38893
348	37897
349	36854
350	36375
351	35137
352	34049
353	33181
354	32661
355	31510
356	30488
357	30320
358	29410
359	28477
360	27879
361	27111
362	25973
363	25629
364	24800
365	24598
366	23803
367	22983
368	22760
369	22002
370	21734
371	20886
372	20615
373	19924
374	19344
375	18664
376	18223
377	17741
378	17426
379	17233
380	16709
381	16163
382	16119
383	15495
384	15095
385	14904
386	14452
387	13954
388	13964
389	13715
390	13207
391	12912
392	12731
393	12439
394	12148
395	11979
396	11732
397	11242
398	11332
399	10984
400	10084
401	9792
402	9471
403	9267
404	9213
405	8966
406	8867
407	8342
408	8360
409	8290
410	8107
411	7759
412	7916
413	7690
414	7690
415	7313
416	7186
417	7051
418	7091
419	7076
420	6652
421	6563
422	6316
423	6302
424	6359
425	6272
426	6025
427	5861
428	5896
429	5642
430	5599
431	5504
432	5459
433	5398
434	5172
435	5217
436	5198
437	5044
438	5078
439	4872
440	4840
441	4918
442	4848
443	4669
444	4564
445	4683
446	4447
447	4590
448	4359
449	4394
450	4273
451	4462
452	4182
453	4345
454	4138
455	4187
456	4137
457	4111
458	4090
459	3976
460	3948
461	3863
462	3822
463	3824
464	3728
465	3631
466	3808
467	3619
468	3533
469	3492
470	3523
471	3474
472	3517
473	3371
474	3270
475	3350
476	3378
477	3268
478	3299
479	3262
480	3157
481	3267
482	3159
483	3148
484	3006
485	3156
486	3009
487	3088
488	3041
489	2971
490	2935
491	2921
492	2988
493	2927
494	2944
495	2965
496	2761
497	2876
498	2742
499	2716
500	2640
501	2736
502	2739
503	2848
504	2655
505	2662
506	2681
507	2641
508	2680
509	2709
510	2666
511	2499
512	2539
513	2553
514	2454
515	2461
516	2433
517	2538
518	2435
519	2456
520	2360
521	2412
522	2347
523	2389
524	2384
525	2464
526	2370
527	2347
528	2315
529	2232
530	2277
531	2246
532	2260
533	2263
534	2218
535	2222
536	2176
537	2258
538	2109
539	2161
540	2065
541	2140
542	2034
543	2103
544	2061
545	2122
546	2003
547	2113
548	2122
549	2078
550	2102
551	2038
552	2136
553	2075
554	1972
555	2010
556	1986
557	2068
558	2032
559	2021
560	2064
561	2144
562	1969
563	1930
564	1947
565	1953
566	1943
567	1926
568	1901
569	1789
570	1973
571	1834
572	1852
573	1945
574	1816
575	1897
576	1897
577	1821
578	1858
579	1802
580	1793
581	1866
582	1850
583	1769
584	1812
585	1829
586	1831
587	1862
588	1845
589	1838
590	1783
591	1819
592	1676
593	1686
594	1689
595	1829
596	1724
597	1779
598	1729
599	1824
600	1759
601	1898
602	1680
603	1761
604	1724
605	1679
606	1781
607	1762
608	1726
609	1756
610	1808
611	1740
612	1675
613	1690
614	1681
615	1682
616	1767
617	1750
618	1630
619	1660
620	1669
621	1631
622	1804
623	1710
624	1835
625	1745
626	1732
627	1724
628	1631
629	1602
630	1697
631	1556
632	1698
633	1664
634	1683
635	1679
636	1754
637	1626
638	1696
639	1636
640	1697
641	1666
642	1741
643	1655
644	1712
645	1641
646	1629
647	1750
648	1624
649	1604
650	1606
651	1614
652	1712
653	1761
654	1615
655	1606
